Age,Gender,Degree,Title,Industry of employer,Size of employer,State of employer in incorporate machine learning into business,Yearly salary > $100k,Years of coding experience,Years of experience in machine learning methods,Most frequently used data science platform,Most frequently used big data products,Experience with TPU,Primary tool for analyzing data,Regularly use Python,Regularly use R,Regularly use SQL,Regularly use Scikit-learn,Regularly use TensorFlow,Regularly use Keras,Regularly use PyTorch,Regularly use Xgboost,Regularly use Linear or Logistic Regression,Regularly use Decision Trees or Random Forests,Regularly use Gradient Boosting Machines,Regularly use Bayesian Approaches,Regularly use Convolutional Neural Networks
50-54,Man,3,Data Scientist,Accounting/Finance,1,exploring,No,6,2.0,desktop,,1.0,Other,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
22-24,Man,4,Machine Learning Engineer,Online Business/Internet-based Sales,4,well established,No,3,4.0,laptop,Google Cloud BigQuery ,4.0,Local development environments,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
60-69,Man,3,Statistician,Government/Public Service,1,do not use,No,4,2.0,laptop,,1.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25-29,Man,4,Machine Learning Engineer,Online Service/Internet-based Services,5,well established,No,5,7.0,cloud computing platform,,5.0,Cloud-based data software & APIs,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
22-24,Man,5,Product Manager,Government/Public Service,1,exploring,No,0,0.0,,,0.0,Local development environments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,4,Data Engineer,Accounting/Finance,5,well established,Yes,6,4.0,desktop,Google Cloud BigQuery ,1.0,Basic statistical software,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
60-69,Prefer not to say,4,Software Engineer,Academics/Education,4,exploring,No,5,1.0,laptop,MongoDB ,1.0,Advanced statistical software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,4,Software Engineer,Academics/Education,1,recently started,No,4,5.0,deep learning workstation,,2.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30-34,Man,3,Data Analyst,Military/Security/Defense,5,well established,No,3,1.0,desktop,Microsoft SQL Server ,1.0,Business intelligence software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55-59,Man,4,Program/Project Manager,Medical/Pharmaceutical,4,I do not know,No,2,2.0,desktop,,1.0,Business intelligence software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Man,3,Research Scientist,Manufacturing/Fabrication,5,recently started,No,3,3.0,laptop,MySQL ,2.0,Local development environments,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
45-49,Woman,3,Other,Academics/Education,4,I do not know,No,5,2.0,laptop,PostgreSQL ,1.0,Local development environments,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
45-49,Man,4,Data Scientist,Non-profit/Service,4,exploring,Yes,5,4.0,laptop,,3.0,Business intelligence software,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
45-49,Woman,3,Other,Academics/Education,2,do not use,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Man,4,Data Engineer,Computers/Technology,5,well established,No,2,3.0,laptop,PostgreSQL ,1.0,Local development environments,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
40-44,Man,4,Data Scientist,Academics/Education,4,recently started,No,5,3.0,desktop,,2.0,Basic statistical software,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
55-59,Man,3,Data Analyst,Online Service/Internet-based Services,1,do not use,No,6,1.0,laptop,,1.0,Basic statistical software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Woman,6,Data Analyst,Marketing/CRM,4,I do not know,No,6,7.0,laptop,,3.0,Advanced statistical software,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
30-34,Man,4,Data Engineer,Military/Security/Defense,3,exploring,No,5,3.0,cloud computing platform,SQLite ,3.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
70+,Man,6,Research Scientist,Government/Public Service,5,well established,Yes,6,2.0,desktop,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
22-24,Man,4,Software Engineer,Online Service/Internet-based Services,5,well established,No,2,2.0,laptop,Google Cloud BigQuery ,1.0,Basic statistical software,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,2,Data Scientist,Accounting/Finance,4,well established,Yes,5,7.0,cloud computing platform,,5.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
50-54,Woman,4,Other,Academics/Education,4,recently started,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Man,5,Machine Learning Engineer,Computers/Technology,2,for insights only,No,3,5.0,deep learning workstation,,3.0,Advanced statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Woman,3,Other,Retail/Sales,1,do not use,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,4,Data Engineer,Military/Security/Defense,5,well established,Yes,4,7.0,laptop,Snowflake ,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
22-24,Nonbinary,3,Product Manager,Computers/Technology,3,well established,No,2,4.0,laptop,,1.0,Local development environments,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
25-29,Man,4,Data Scientist,Academics/Education,4,for insights only,No,4,6.0,desktop,,1.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
50-54,Man,3,Other,Computers/Technology,5,I do not know,No,2,1.0,laptop,,1.0,Other,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Woman,4,Data Scientist,Computers/Technology,4,well established,No,4,2.0,laptop,Snowflake ,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
55-59,Man,5,Research Scientist,Academics/Education,4,well established,No,4,7.0,desktop,,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
40-44,Man,4,Data Analyst,Hospitality/Entertainment/Sports,5,well established,No,5,5.0,cloud computing platform,Google Cloud BigQuery ,1.0,Basic statistical software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Man,3,Data Scientist,Energy/Mining,4,exploring,No,3,5.0,deep learning workstation,Microsoft Azure SQL Database ,2.0,Basic statistical software,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
35-39,Man,4,Data Analyst,Broadcasting/Communications,5,well established,No,4,1.0,laptop,Microsoft SQL Server ,1.0,Business intelligence software,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55-59,Man,3,Data Analyst,Accounting/Finance,2,I do not know,No,0,0.0,,,0.0,Business intelligence software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,4,Machine Learning Engineer,Computers/Technology,3,exploring,No,0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,4,Other,Manufacturing/Fabrication,5,I do not know,No,3,3.0,laptop,,1.0,Basic statistical software,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
60-69,Man,5,Data Analyst,Energy/Mining,1,do not use,No,6,6.0,laptop,Microsoft SQL Server ,3.0,Local development environments,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30-34,Man,4,Data Scientist,Military/Security/Defense,5,well established,No,4,4.0,deep learning workstation,,1.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45-49,Man,4,Software Engineer,Accounting/Finance,5,recently started,No,6,4.0,laptop,Google Cloud Firestore ,3.0,Basic statistical software,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
30-34,Woman,0,Other,Retail/Sales,1,do not use,No,1,1.0,,,1.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,5,Research Scientist,Medical/Pharmaceutical,1,well established,Yes,6,7.0,deep learning workstation,SQLite ,2.0,Basic statistical software,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
25-29,Man,4,Data Scientist,Other,1,I do not know,No,1,2.0,laptop,,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
50-54,Man,5,Machine Learning Engineer,Academics/Education,1,recently started,No,5,7.0,laptop,,2.0,Local development environments,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
30-34,Woman,4,Program/Project Manager,Academics/Education,5,I do not know,No,0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Man,4,Data Analyst,Broadcasting/Communications,5,well established,No,6,2.0,laptop,,1.0,Basic statistical software,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
55-59,Man,5,Other,Academics/Education,4,I do not know,No,0,0.0,,,0.0,Advanced statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,4,Product Manager,Computers/Technology,5,I do not know,No,6,3.0,laptop,,1.0,Basic statistical software,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70+,Man,5,Statistician,Academics/Education,4,I do not know,No,6,9.0,laptop,,1.0,Local development environments,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
60-69,Man,2,Data Scientist,Online Service/Internet-based Services,4,exploring,No,6,4.0,cloud computing platform,Oracle Database ,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
55-59,Woman,4,Other,Computers/Technology,1,for insights only,Yes,6,7.0,cloud computing platform,PostgreSQL ,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
30-34,Man,5,Research Scientist,Other,4,well established,No,5,6.0,laptop,,2.0,Basic statistical software,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40-44,Woman,5,Data Scientist,Medical/Pharmaceutical,5,recently started,Yes,5,7.0,cloud computing platform,Microsoft SQL Server ,2.0,Cloud-based data software & APIs,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
30-34,Man,4,Data Scientist,Energy/Mining,2,well established,Yes,5,7.0,cloud computing platform,MongoDB ,3.0,Cloud-based data software & APIs,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
30-34,Man,4,Machine Learning Engineer,Computers/Technology,3,well established,Yes,4,6.0,cloud computing platform,,3.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
45-49,Man,4,Data Analyst,Government/Public Service,2,I do not know,No,4,3.0,desktop,Microsoft SQL Server ,1.0,Advanced statistical software,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
30-34,Man,3,Software Engineer,Online Service/Internet-based Services,5,well established,Yes,5,2.0,deep learning workstation,,1.0,Other,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
40-44,Man,4,Data Scientist,Hospitality/Entertainment/Sports,4,well established,Yes,5,7.0,desktop,MySQL ,3.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
40-44,Man,3,Product Manager,Other,5,I do not know,No,4,1.0,laptop,,1.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50-54,Man,2,Data Engineer,Broadcasting/Communications,3,I do not know,No,5,2.0,laptop,,1.0,Basic statistical software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Woman,4,Research Scientist,Academics/Education,2,for insights only,No,3,3.0,laptop,,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
50-54,Prefer not to say,4,Data Scientist,Other,3,well established,Yes,5,7.0,deep learning workstation,,2.0,Local development environments,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
55-59,Man,3,Data Scientist,Computers/Technology,1,recently started,No,6,6.0,desktop,,3.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
25-29,Man,4,Research Scientist,Other,4,I do not know,No,1,1.0,desktop,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,5,Other,Academics/Education,3,for insights only,No,6,9.0,desktop,,1.0,Business intelligence software,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35-39,Woman,2,Other,Government/Public Service,4,I do not know,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,4,Machine Learning Engineer,Computers/Technology,4,well established,Yes,5,7.0,laptop,,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
25-29,Man,3,Data Analyst,Accounting/Finance,2,exploring,No,2,1.0,desktop,,1.0,Basic statistical software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Man,4,Business Analyst,Computers/Technology,1,I do not know,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50-54,Man,3,Program/Project Manager,Accounting/Finance,2,I do not know,No,2,1.0,laptop,,1.0,Local development environments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Man,5,Statistician,Medical/Pharmaceutical,1,exploring,Yes,5,5.0,laptop,Microsoft Azure Cosmos DB ,3.0,Local development environments,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
30-34,Man,5,Research Scientist,Computers/Technology,1,recently started,No,5,2.0,deep learning workstation,,1.0,Local development environments,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
25-29,Man,4,Data Scientist,Accounting/Finance,2,for insights only,No,3,5.0,laptop,MySQL ,4.0,Local development environments,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
35-39,Man,4,Data Scientist,Marketing/CRM,2,well established,No,4,5.0,cloud computing platform,MySQL ,3.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
60-69,Man,2,Business Analyst,Energy/Mining,2,exploring,No,0,0.0,,,0.0,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18-21,Woman,4,Program/Project Manager,Accounting/Finance,4,well established,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Man,4,Data Scientist,Energy/Mining,4,exploring,No,3,3.0,laptop,,3.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
45-49,Woman,3,Data Analyst,Retail/Sales,1,for insights only,No,2,2.0,laptop,,1.0,Local development environments,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
35-39,Man,5,Data Scientist,Academics/Education,5,recently started,No,4,8.0,laptop,Microsoft Azure Cosmos DB ,5.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
60-69,Man,4,Other,Manufacturing/Fabrication,5,exploring,Yes,1,3.0,laptop,,1.0,Basic statistical software,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
18-21,Woman,4,Data Analyst,Academics/Education,4,exploring,No,4,6.0,laptop,PostgreSQL ,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35-39,Man,3,Business Analyst,Medical/Pharmaceutical,5,recently started,No,2,2.0,cloud computing platform,Oracle Database ,1.0,Basic statistical software,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
60-69,Man,5,Other,Manufacturing/Fabrication,1,do not use,No,1,2.0,laptop,,1.0,Advanced statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
25-29,Man,4,Business Analyst,Computers/Technology,1,exploring,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Man,3,Data Scientist,Computers/Technology,4,well established,Yes,5,8.0,laptop,MongoDB ,2.0,Local development environments,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
50-54,Man,3,Software Engineer,Government/Public Service,5,I do not know,No,6,1.0,laptop,,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,5,Product Manager,Computers/Technology,3,well established,Yes,4,7.0,cloud computing platform,Amazon DynamoDB ,3.0,Other,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
70+,Woman,4,Business Analyst,Medical/Pharmaceutical,3,I do not know,No,2,1.0,laptop,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,6,Data Scientist,Medical/Pharmaceutical,1,recently started,Yes,5,6.0,cloud computing platform,MySQL ,3.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
70+,Man,4,Data Engineer,Insurance/Risk Assessment,3,exploring,Yes,6,4.0,laptop,Microsoft SQL Server ,4.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
45-49,Man,3,Software Engineer,Computers/Technology,4,well established,Yes,6,5.0,cloud computing platform,,1.0,Other,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
40-44,Woman,4,Product Manager,Energy/Mining,5,recently started,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-24,Man,5,Research Scientist,Academics/Education,2,exploring,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55-59,Man,5,Other,Academics/Education,4,I do not know,No,6,9.0,Other,,5.0,Basic statistical software,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
30-34,Man,3,Data Scientist,Energy/Mining,2,for insights only,No,4,4.0,laptop,,1.0,Local development environments,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40-44,Man,5,Research Scientist,Academics/Education,3,I do not know,No,6,4.0,desktop,MySQL ,1.0,Local development environments,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40-44,Prefer not to say,5,Data Analyst,Academics/Education,4,recently started,No,5,5.0,desktop,SQLite ,1.0,Local development environments,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25-29,Man,3,Machine Learning Engineer,Online Business/Internet-based Sales,3,recently started,No,4,3.0,cloud computing platform,Snowflake ,1.0,Local development environments,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
30-34,Man,4,Data Scientist,Shipping/Transportation,5,well established,No,4,5.0,laptop,Microsoft SQL Server ,1.0,Local development environments,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
40-44,Man,5,Research Scientist,Medical/Pharmaceutical,5,well established,No,5,7.0,laptop,,3.0,Advanced statistical software,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
35-39,Man,5,Machine Learning Engineer,Computers/Technology,5,well established,Yes,5,7.0,Other,,1.0,Cloud-based data software & APIs,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
40-44,Man,3,Data Scientist,Medical/Pharmaceutical,1,I do not know,No,1,2.0,desktop,,1.0,Other,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35-39,Man,5,Data Scientist,Medical/Pharmaceutical,4,for insights only,Yes,3,6.0,laptop,,2.0,Local development environments,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30-34,Man,2,Research Scientist,Computers/Technology,2,exploring,No,5,2.0,laptop,Google Cloud Firestore ,2.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
55-59,Man,3,Other,Energy/Mining,5,I do not know,No,6,1.0,laptop,,1.0,Local development environments,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Man,5,Data Scientist,Other,1,recently started,No,4,3.0,cloud computing platform,MongoDB ,2.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40-44,Woman,4,Other,Academics/Education,3,I do not know,No,2,1.0,laptop,,1.0,Basic statistical software,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,4,Research Scientist,Computers/Technology,1,for insights only,No,5,5.0,laptop,,4.0,Basic statistical software,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
22-24,Man,3,Research Scientist,Academics/Education,1,do not use,No,3,3.0,desktop,,1.0,Local development environments,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
45-49,Man,4,Other,Online Service/Internet-based Services,1,exploring,No,1,1.0,laptop,PostgreSQL ,1.0,Business intelligence software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Woman,3,Other,Military/Security/Defense,3,I do not know,No,3,1.0,laptop,,1.0,Local development environments,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50-54,Man,5,Product Manager,Online Service/Internet-based Services,5,well established,Yes,6,9.0,cloud computing platform,,3.0,Basic statistical software,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
55-59,Man,3,Other,Energy/Mining,5,I do not know,No,6,1.0,laptop,Oracle Database ,1.0,Advanced statistical software,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55-59,Man,3,Software Engineer,Marketing/CRM,5,well established,Yes,6,4.0,laptop,MySQL ,4.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
40-44,Man,1,Other,Manufacturing/Fabrication,3,exploring,No,2,2.0,desktop,,4.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
60-69,Man,4,DBA/Database Engineer,Other,1,do not use,No,6,1.0,laptop,Microsoft SQL Server ,1.0,Basic statistical software,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Man,5,Data Scientist,Computers/Technology,5,exploring,Yes,5,8.0,laptop,SQLite ,5.0,Local development environments,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
50-54,Man,5,Research Scientist,Non-profit/Service,1,exploring,Yes,4,1.0,laptop,,1.0,Basic statistical software,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Man,3,Data Scientist,Broadcasting/Communications,4,well established,No,5,7.0,deep learning workstation,Microsoft SQL Server ,5.0,Business intelligence software,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
55-59,Man,4,Data Scientist,Accounting/Finance,4,recently started,Yes,6,8.0,desktop,,2.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
35-39,Woman,3,Product Manager,Computers/Technology,4,for insights only,No,0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Woman,5,Research Scientist,Other,4,exploring,No,5,7.0,laptop,,1.0,Local development environments,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
55-59,Man,4,Program/Project Manager,Military/Security/Defense,4,for insights only,Yes,6,5.0,laptop,,1.0,Basic statistical software,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
50-54,Man,3,DBA/Database Engineer,Retail/Sales,3,exploring,No,6,2.0,laptop,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
